vin,sellingprice
19uua5659xa002897,1228.564583333333
jt2bk12u920040680,2459.2931547619046
1g4hd57237u173862,6909.557291666667
2c3ccagt2dh683335,22613.511904761905
5npdh4aexdh321788,12908.911830357145
jn1cv6ar3cm977843,18704.281994047622
3fahp08z47r131014,2185.171130952381
wauffafl1ba096599,23147.55487351191
1g1pf5scxc7224267,7937.533482142857
2hnyd18954h519301,2169.460565476191
1fadp3f26el185674,9385.282738095239
1n4al2ap0bn461388,8024.631076388889
jn1cv6ap2cm622967,19558.300316220244
wmwrf33517tg17673,7985.006820436508
1ftsx21p55ea51757,5349.466145833334
1ftex1cmxdfa39798,17669.04203869048
1j4gs48k86c217044,4770.977802579365
1gnec13v33j181353,6457.721974206349
3fahp0ha2cr398852,8619.249342757936
3fa6p0h90dr152655,14732.140997023811
1ftww31p76ed61744,7480.066964285714
1n4al3ap7dc906455,13054.451267673961
jthbk1eg6c2497691,22188.090945512824
wbaam3333xkc58754,1008.3500744047618
5xxgm4a73dg182609,12515.960131448413
3fa6p0h77dr147953,16934.3892285364
jthcf5c28b5050719,22783.893229166664
1fm5k7f85dgb32072,25871.601660401
2a4rr5d1xar346670,8455.883556547618
5tfnx4cn1bx002480,7794.494047619048
1fm5k8d87egc50750,23283.07558760684
1fmju1h55cef02858,19773.726450892857
1n4al3ap1ec157167,13577.906746031747
3gtp1ve02cg224288,23717.774367559527
3fa6p0k91dr147926,19715.022265494925
3ln6l2gk2er828137,21574.345150207893
wdbuf26j35a689186,7827.96875
jn8az1mw3bw181730,17095.838913690477
5gakraed4cj154842,18454.249751984124
4s4brbcc7e3258193,22906.867425461176
1c3cdfaa0dd346418,10909.436383928569
2a4gm68476r693509,2887.845362103175
5npec4abxch410087,14652.514880952382
2ftrx17w24ca01622,1769.196428571429
1g1pc5sb5e7388352,12138.470982142859
kmhcn4ac4bu605337,6453.337870048462
wddgj4hb2df946456,23578.028893849205
2g4ws52j621182099,2254.6930803571427
4t4bf3ek2ar068282,7809.257812499999
3gnfc16008g200289,10349.825148809521
1g1pf5sc9c7123141,8351.04470486111
1gc4k1c84bf188198,40335.50781250001
1fmhk8d88cgb04044,24315.708646672858
1fmdu63x6yza35758,825.7645089285714
1gchg35u841130250,3313.1184895833335
4t1bf1fk3eu420353,16426.935086315745
kmhdu4ad1au120345,5483.8374255952385
wauhfafl9en007707,30614.252232142862
1g1je5sbxe4177567,11907.280505952382
1c4njcbb6cd626250,10689.657571248194
1n4al3ap0dn488504,11482.158191175486
1n6af0ly3en104106,22278.290550595237
ja4ad3a3xez019526,18959.823288690473
1nxbr32ex6z726342,2964.3880208333326
1ftfw1et8eke40626,25832.77724847561
3ln6l2j97dr825772,23821.844527410492
jtjhy7ax4a4043487,43578.82998511903
2c3cdxbg5ch296724,14999.067956349205
kmhdu46d98u345129,6131.047247023811
kmhcn36c47u039206,2921.8805803571427
1n6bd0ct0ac446701,12280.73474702381
1j8ff47w47d278969,10054.748883928572
2gnflnek9d6213977,17581.00074404762
1n4al2ap6cc173940,11862.671130952382
wvgav7ax5cw557624,15753.519345238094
wddgf8bb9br151093,18490.0
2t1burhe2ec145197,13943.089133089134
5uxzv8c55cl425052,39718.80580357143
4f2cz94103km07125,4494.110243055555
1gndv23148d201589,3014.3433779761904
3n1ab6ap8cl743710,9864.021577380954
2d4gp44l56r836085,4270.926339285715
zfbcfach7ez005432,12736.259300595237
1g11c5sa4df210174,13698.002232142857
wbsde93493cf92356,5183.113219246031
jtezu17r640020809,4399.994419642858
1d7hu18n05j577776,9735.122767857145
5uxzv8c50cl423449,32392.087053571435
1fmcu0g94dua54773,13666.204761904763
wbavm1c56dvl64436,22927.61634199135
jnrar07y2xw068040,1582.9799107142858
3gnfk16zx4g256638,7591.683407738095
1gks2ke71er202972,31004.37872023809
1n4aa5ap5bc818356,13824.817708333332
1g2za5e02a4162107,7173.351596320345
wddsj4eb8en039927,31122.206101190477
wbafr9c57bde82246,26531.697978670636
1g1zc5eu6cf168226,7658.874007936508
3fahp07127r135669,7972.87574404762
jn8af5mr0dt206355,14819.278273809523
2gnflgek4d6317613,16234.58630952381
1ftyr14u47pa62983,3770.169270833334
3fahp07167r268242,2951.809895833333
3fahp0ja6br323614,9450.331473214286
3c4pdcab5dt722691,13686.13095238095
2c3ka53g36h259442,4922.3036541005295
1g6dp577870111325,7758.039434523809
wbalm1c5xce633818,39686.19977678572
1fafp56u27a143975,943.1287202380954
2g1wb57kx91282523,6090.457589285714
1gndv33188d146487,2672.914496527778
3gnal2ek5ds624027,12539.8685515873
1hgcm826x7a005164,9290.007440476189
5yfbu4ee7cp053023,12030.569196428572
2g1115sl8f9102241,20749.968998015873
waudf98e98a065503,9303.557562229438
ml32a3hj7eh006846,6426.960565476192
2gnaldek8d1183212,16314.661458333332
jnkcv64e49m605537,12778.143601190477
19uua76588a047648,9875.712425595239
5j6rm3h72cl011903,20435.67987351191
3gnca13b79s625392,3452.217261904762
1g6kd54y35u145627,1946.8185763888887
3g7da03e62s560251,628.0729166666666
1fafp53u04g130722,1715.4427083333335
1fahp35n39w193281,5998.530505952381
3c63drgl5cg285646,25894.418402777774
3gcek23m39g283237,15171.938244047618
3fahp0ha8cr420725,9593.749999999998
2cnflcew7a6357776,9591.834077380952
3fa6p0hr8dr337732,13938.054315476187
2hgfg3b50eh520607,15008.02083333333
jthbf5c21d5192649,23860.471354166664
4t1be46k49u807083,7919.075520833334
jn1ca21d5vt858757,1268.4374999999998
1hgcp2f46ca060346,10281.569771374461
2t1burhe3ec010360,12566.997767857143
2fabp7bv5ax113795,10316.715029761903
jn8az1mw0cw200560,16147.595251727738
1n4al2ap5cc186839,14325.937499999998
5tdza3eh4ds041240,24491.68433779762
2hgfg21597h707424,4958.3296130952385
jhlrm4h75cc004670,21758.1755952381
5npeb4ac8dh680075,11897.841666867183
3fa6p0hr5er171882,16494.367474972947
1ftne14w77da27632,4020.2046130952385
jtlze4fe7dj031642,6402.771577380953
2d4rn5d16ar459598,10110.736607142857
1fm5k7f81ega49904,29360.69567699296
wp0ab2a94ds122393,83837.00148809522
